place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJadpArDynukcRSeomKxCXnD4,Steding Gerustbau,,,14,4.7,"Name: Dieter Jesse Gerustbau GmbH
Link: No Link
Reviews: 3 reviews

Name: Fischer H. Gerustvermietung GmbH
Link: No Link
Reviews: 2 reviews

Name: Gerust-Verleih Hannover
Link: No Link
Reviews: No Reviews reviews

Name: Gerustbau Patrick Schmidt
Link: No Link
Reviews: No Reviews reviews",http://steding-geruestbau.com/,05066 9048520,1,Steding Gerustbau (Sahibi),https://www.google.com/maps/contrib/102016460572675951682,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6hdkt-0NA8GtkuqZaul9EA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.81834&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Koldinger Weg 1, 31157 Sarstedt",,https://www.google.com/maps/place/Steding+Ger%C3%BCstbau/data=!4m7!3m6!1s0x47baa73cac40da69:0x3e9c97102b26ea49!8m2!3d52.2599044!4d9.8486854!16s%2Fg%2F11byhlrxb2!19sChIJadpArDynukcRSeomKxCXnD4?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJq6pOYpFzsEcRJwc-8KazdVo,Richter Gerustbau,,,12,4.3,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: J.V.T. Gerustbau Schneider GmbH
Link: No Link
Reviews: 17 reviews

Name: Gerustbau BINA GmbH
Link: No Link
Reviews: 8 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Susanne Begemann Gerustbau & Verleih
Link: No Link
Reviews: 2 reviews",http://www.richter-geruestbau.de/,0511 796044,,Richter Gerustbau (Sahibi),https://www.google.com/maps/contrib/116922311355121208867,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-HH-pi8DuQZZbZj2p_BZz4XDTLXPU2iXcgun2komM4csGiSDI60FHlybt1tX3HzgqZr8IiZu0Bpbm_PlVlO9s4oUi3V0flZvXJrnX5kvANIfwA-fr-1247_2LnZqOTNGgdc42=w1920-h1080-k-no,Iskele Hizmeti,Iskele Hizmeti,07:00-17:00,,"Cumartesi, Pazar","Entenfangweg 13, 30419 Hannover",,https://www.google.com/maps/place/Richter+Ger%C3%BCstbau/data=!4m7!3m6!1s0x47b07391624eaaab:0x5a75b3a6f03e0727!8m2!3d52.4060319!4d9.6830405!16s%2Fg%2F11rsbgmrx9!19sChIJq6pOYpFzsEcRJwc-8KazdVo?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJmzGNGzR3sEcRSZtEYD1JUkE,GLT-Gerustbau,,,10,4.2,"Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: J.V.T. Gerustbau Schneider GmbH
Link: No Link
Reviews: 17 reviews

Name: Kamp Gerustbau
Link: No Link
Reviews: 8 reviews

Name: Spartans Gerustbau GmbH
Link: No Link
Reviews: 1 reviews

Name: Kahle Gerustbau
Link: No Link
Reviews: No Reviews reviews",http://www.xn--glt-gerstbau-jlb.de/,05137 93073,,GLT-Gerustbau (Sahibi),https://www.google.com/maps/contrib/101340498967722198650,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRWoEvD7WNJOJ99s4dqLx1XQrwsSCikdACxo2NeM9qGVrVboPVG9-3gbj6I61Y7EfpWT8k5pPLO0gJij5z12uQnT0N9v92fNG7MNRrbZYVge6_74Ug9meTV-r1ITs1Y-O0jVWg=w1920-h1080-k-no,Iskele Hizmeti,"Iskele Hizmeti, Insaat Makinesi Saticisi",07:00-16:00,,"Cumartesi, Pazar","Im Kanaleck 1, 30926 Seelze",,https://www.google.com/maps/place/GLT+Ger%C3%BCst-+und+Lift-Technik+GmbH/data=!4m7!3m6!1s0x47b077341b8d319b:0x4152493d60449b49!8m2!3d52.3961128!4d9.5622964!16s%2Fg%2F1ttyvsvn!19sChIJmzGNGzR3sEcRSZtEYD1JUkE?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJhw7RuOcNsEcREg1yeKepeFo,XERVON GmbH // Standort Hannover,Die XERVON GmbH ist eines der fuhrenden Unternehmen fur technische Dienstleistungen zur Errichtung und Instandhaltung von Industrieanlagen und Bauprojekten und seit uber 80 Jahren fest im Markt etabliert u.a. mit den Sparten Gerustbau und Isolierung.,,9,4.6,"Name: Swecon Baumaschinen Hannover
Link: No Link
Reviews: 37 reviews

Name: BauBeCon
Link: No Link
Reviews: 3 reviews

Name: xrow GmbH
Link: No Link
Reviews: 2 reviews

Name: Celanx GmbH
Link: No Link
Reviews: No Reviews reviews

Name: Cemprotec GmbH
Link: No Link
Reviews: No Reviews reviews",http://www.xervon.de/,05136 9762270,,XERVON GmbH // Standort Hannover (Sahibi),https://www.google.com/maps/contrib/104086745677871870024,https://lh3.googleusercontent.com/p/AF1QipPWTwWxzy7E5bg6NO1mTDvd4z1PFp0MFs0dOEJl=w1920-h1080-k-no,Firmadan Firmaya Hizmet,Firmadan Firmaya Hizmet,09:00-16:00,,"Cumartesi, Pazar","Kollberg 10, 30916 Isernhagen",,https://www.google.com/maps/place/XERVON+GmbH+%2F%2F+Standort+Hannover/data=!4m7!3m6!1s0x47b00de7b8d10e87:0x5a78a9a778720d12!8m2!3d52.4418287!4d9.87889!16s%2Fg%2F1tnpk14n!19sChIJhw7RuOcNsEcREg1yeKepeFo?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJN5HXz0gLsEcRXlMw20j9uAg,Dachdeckermeister Ingo Winckler GmbH,,,8,2.5,"Name: Rainer Mielke Dachdeckerei
Link: No Link
Reviews: 22 reviews

Name: Ludwig Schwenger
Link: No Link
Reviews: 10 reviews

Name: Dachdecker Innovative GmbH & Co. KG
Link: No Link
Reviews: 9 reviews

Name: K.-H. Wockener GmbH
Link: No Link
Reviews: 8 reviews

Name: Gebr. Kokemuller GmbH
Link: No Link
Reviews: 7 reviews",http://www.ingowinckler.de/,0511 669497,1,Dachdeckermeister Ingo Winckler GmbH (Sahibi),https://www.google.com/maps/contrib/108217112364842055359,,Cati Kaplama Firmasi,"Cati Kaplama Firmasi, Iskele Hizmeti",,,Open All Days,"Am Schatzkampe 10, 30163 Hannover",,https://www.google.com/maps/place/Dachdeckermeister+Ingo+Winckler+GmbH/data=!4m7!3m6!1s0x47b00b48cfd79137:0x8b8fd48db30535e!8m2!3d52.392097!4d9.7440998!16s%2Fg%2F1tj9sd0s!19sChIJN5HXz0gLsEcRXlMw20j9uAg?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJa4O_VMoLsEcRghGclGmRBlI,Gerustbau BINA GmbH,"Gerustbau aus Hannover

Traditionell und gleichzeitig modern. Mit diesen Eigenschaften ist der Gerustbau BINA fur Sie da. Unser Handwerksbetrieb hat eine lange Tradition. Gleichzeitig nutzen wir Modernste Technik.
Kaum eine Baustelle kommt ohne Gerust aus. Ohne Gerust geht gar nichts. Egal um welche Art Gerust es sich handelt: Das einfache Fassadengerust, ein Hangegerust, ein Industriegerust, ein Schutzgerust oder auch eine Sonderkonstruktion als Gerust, diese Einrichtungen sind fast immer billiger als eine Hebebuhne. Daruber hinaus bieten sie Sicherheit und sind sehr stabil.

Bei Gerustbau BINA Hannover bekommen Sie Sicherheit, Qualitat und erstklassige Konditionen.",,8,4.5,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: J.V.T. Gerustbau Schneider GmbH
Link: No Link
Reviews: 17 reviews

Name: Richter Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Susanne Begemann Gerustbau & Verleih
Link: No Link
Reviews: 2 reviews",http://www.geruestbau-bina.de/,0511 64201102,,Gerustbau BINA GmbH (Sahibi),https://www.google.com/maps/contrib/111384110201556682183,https://lh3.googleusercontent.com/p/AF1QipMMpKCWejcmbKBnttuCnm4FCxxoIW3AkZVwhOfs=w1920-h1080-k-no,Iskele Hizmeti,Iskele Hizmeti,08:00-12:00,,"Cumartesi, Pazar","Wulferoder Str. 8, 30539 Hannover",,https://www.google.com/maps/place/Ger%C3%BCstbau+BINA+GmbH/data=!4m7!3m6!1s0x47b00bca54bf836b:0x52069169949c1182!8m2!3d52.3394434!4d9.8291591!16s%2Fg%2F11h10dzsc!19sChIJa4O_VMoLsEcRghGclGmRBlI?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJpUDYZLx2sEcRjCtHjcDBqkg,Kamp Gerustbau,,,8,4.5,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: GLT-Gerustbau
Link: No Link
Reviews: 10 reviews

Name: STABAU
Link: No Link
Reviews: 2 reviews

Name: Spartans Gerustbau GmbH
Link: No Link
Reviews: 1 reviews

Name: Kahle Gerustbau
Link: No Link
Reviews: No Reviews reviews",http://www.xn--kamp-gerstbau-3ob.de/,05137 937200,1,Kamp Gerustbau (Sahibi),https://www.google.com/maps/contrib/105202061223955268044,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzucM6MT-i84bIarc9Q57yzrVoBNlLfnLgvZNhcuW51oRP6UnhI7y6G2o6ousEnsXpmp3rN6FNOVBFPjJUAJ9bHcIUyMFVnBQ8I-u9EnrScyz7QsI5Su_DiBh1vhE8dcUujLXwyeg=w1920-h1080-k-no,Iskele Hizmeti,Iskele Hizmeti,24 saat acik,,"Cumartesi, Pazar","Bohmsche Wiesen 22, 30926 Seelze",,https://www.google.com/maps/place/Kamp+Ger%C3%BCstbau/data=!4m7!3m6!1s0x47b076bc64d840a5:0x48aac1c08d472b8c!8m2!3d52.38013!4d9.61882!16s%2Fg%2F1tkl2cbf!19sChIJpUDYZLx2sEcRjCtHjcDBqkg?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJOb7-YiSfukcRcwCnQGwJrgM,Gerustbau Kilian GmbH,,,6,4.8,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: Gerustbau BINA GmbH
Link: No Link
Reviews: 8 reviews

Name: Kamm Gerustbau
Link: No Link
Reviews: 3 reviews

Name: A1 Gerustbau GmbH (Springe)
Link: No Link
Reviews: No Reviews reviews

Name: Gerustbau Fritz Honig GmbH & Co. KG
Link: No Link
Reviews: No Reviews reviews",https://www.kilian-geruestbau.de/,05045 8110,1,Gerustbau Kilian GmbH (Sahibi),https://www.google.com/maps/contrib/114686520891089636648,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_AbhDHSRWfOGOEJ0DPDaPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.49792&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Breslauer Str. 9A, 31832 Springe",,https://www.google.com/maps/place/Ger%C3%BCstbau+Kilian+GmbH/data=!4m7!3m6!1s0x47ba9f2462febe39:0x3ae096c40a70073!8m2!3d52.2374341!4d9.655739!16s%2Fg%2F1vwln77b!19sChIJOb7-YiSfukcRcwCnQGwJrgM?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJb6deLmN1sEcRQMioB9W_kDQ,Meyer Gerustbau,,,4,5,"Name: Gerustbau Samiez GmbH
Link: No Link
Reviews: 27 reviews

Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: J.V.T. Gerustbau Schneider GmbH
Link: No Link
Reviews: 17 reviews

Name: Richter Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Gerustbau Mario Grunewald
Link: No Link
Reviews: No Reviews reviews",https://www.meyer-geruest.de/,0511 93680891,1,Meyer Gerustbau (Sahibi),https://www.google.com/maps/contrib/104948339034526599877,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eafz1sjkrigJVsjnyLFBOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.35068&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,07:00-17:00,,Pazar,"Kurt-Schumacher-Strasse 31, 30159 Hannover",,https://www.google.com/maps/place/Meyer+Ger%C3%BCstbau/data=!4m7!3m6!1s0x47b075632e5ea76f:0x3490bfd507a8c840!8m2!3d52.3764639!4d9.7336284!16s%2Fg%2F11pdn_mqpc!19sChIJb6deLmN1sEcRQMioB9W_kDQ?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJ1SDnVf8_sEcRCE8RSu67tI8,Alpha-Gerustbau,,,3,5,"Name: Stahlrohrgerustbau GmbH Niewerth
Link: No Link
Reviews: 34 reviews

Name: A1 Gerustbau GmbH
Link: No Link
Reviews: 2 reviews

Name: Ginsburg Gerustbau
Link: No Link
Reviews: 1 reviews

Name: A1 Gerustbau GmbH (Celle)
Link: No Link
Reviews: No Reviews reviews

Name: HF Gerustbau & Gerust Verleih
Link: No Link
Reviews: No Reviews reviews",http://www.alpha-geruestbau-wietze.de/impressum-datenschutz,05146 985988,1,Alpha-Gerustbau (Sahibi),https://www.google.com/maps/contrib/107150846207674566243,,Iskele Hizmeti,Iskele Hizmeti,07:00-16:00,,"Cumartesi, Pazar","Ernst-August-Strasse 25, 29323 Wietze",,https://www.google.com/maps/place/Alpha-Ger%C3%BCstbau/data=!4m7!3m6!1s0x47b03fff55e720d5:0x8fb4bbee4a114f08!8m2!3d52.64163!4d9.84695!16s%2Fg%2F1tj44z5p!19sChIJ1SDnVf8_sEcRCE8RSu67tI8?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJxxwKomC8QkcR973NV8b_cB4,Human Gerustbau,,,3,5,,https://www.human-geruestbau.de/,0511 35397080,,Human Gerustbau (Sahibi),https://www.google.com/maps/contrib/100582036060001248403,,Iskele Hizmeti,"Iskele Hizmeti, Service establishment",,,Open All Days,,,https://www.google.com/maps/place/Human+Ger%C3%BCstbau/data=!4m7!3m6!1s0x4742bc60a20a1cc7:0x1e70ffc657cdbdf7!8m2!3d52.3461852!4d9.8034494!16s%2Fg%2F11ycxcb2sf!19sChIJxxwKomC8QkcR973NV8b_cB4?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJLSd8FeueukcRXhw10_GSUdQ,Kamm Gerustbau,,,3,4.3,"Name: Gerustbau Samiez GmbH
Link: No Link
Reviews: 27 reviews

Name: Kamp Gerustbau
Link: No Link
Reviews: 8 reviews

Name: Gerustbau Kilian GmbH
Link: No Link
Reviews: 6 reviews

Name: Kaya GmbH
Link: No Link
Reviews: No Reviews reviews

Name: A1 Gerustbau GmbH (Springe)
Link: No Link
Reviews: No Reviews reviews",http://kamm-geruestbau.de/,01575 3590598,1,Kamm Gerustbau (Sahibi),https://www.google.com/maps/contrib/106220399718470467494,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dro_leFRkyjvfLFhdO477A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.1260428&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Hohe Heide 23, 30974 Wennigsen (Deister)",,https://www.google.com/maps/place/Kamm+Ger%C3%BCstbau/data=!4m7!3m6!1s0x47ba9eeb157c272d:0xd45192f1d3351c5e!8m2!3d52.25021!4d9.62266!16s%2Fg%2F11c31wfctv!19sChIJLSd8FeueukcRXhw10_GSUdQ?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJpTni3otzsEcRpbePGwR2JvI,Rollgerustevermietung Region Hannover,"Rollgeruste - stabil und mobil

Sie suchen ein mobiles Baugerust in Hannover? Gunstig und als Baugerust variabel? Umgehend kommt hierfur die Losung: Chartern Sie ihre mobile Baurustung beim fachkompetenten Personal der Region Hannover - der Rollgerustvermietung Deutschland. Hier finden Sie eine enorme Produktauswahl an Rollgerusten fur divergente Einsatzorte. Standfest, kostensparend und betriebssicher - hierzu stehen die Altrex-Rollgeruste.",,3,5,"Name: Richter Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: A1 Gerustbau GmbH
Link: No Link
Reviews: 2 reviews

Name: Gerust-Verleih Hannover
Link: No Link
Reviews: No Reviews reviews

Name: Gerustbau Fritz Honig GmbH & Co. KG
Link: No Link
Reviews: No Reviews reviews",https://www.rollgerueste-vermietung.de/rollgerueste-mieten-in-hannover,0800 70089156,,Rollgerustevermietung Region Hannover (Sahibi),https://www.google.com/maps/contrib/116230019030524726994,https://lh3.googleusercontent.com/p/AF1QipNzMvbVdIZn030P6GdyNrd4q2h98d5xNJppfbhq=w1920-h1080-k-no,Iskele Hizmeti,Iskele Hizmeti,08:00-17:00,,"Cumartesi, Pazar","Ithweg 35, 30851 Langenhagen",,https://www.google.com/maps/place/Rollger%C3%BCstevermietung+Region+Hannover/data=!4m7!3m6!1s0x47b0738bdee239a5:0xf22676041b8fb7a5!8m2!3d52.4288472!4d9.7401102!16s%2Fg%2F11p0dc2skt!19sChIJpTni3otzsEcRpbePGwR2JvI?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJoeEPJUd0sEcRXz02O3HfLuo,Schuchardt Bedachungen Inh. Tino Bankonier,,,3,5,"Name: Stach Bedachungen Notdienst, Dachinspektionen und Reparaturen Dachdecker Hannover Niedersachsen
Link: No Link
Reviews: 197 reviews

Name: Friedrich Bedachungen GmbH
Link: No Link
Reviews: 36 reviews

Name: Heinz EWALD GmbH Bedachungen
Link: No Link
Reviews: 29 reviews

Name: Dachdeckerei Jarasinsky GmbH
Link: No Link
Reviews: 19 reviews

Name: Bock Bedachungen GmbH
Link: No Link
Reviews: 10 reviews",https://www.schuchardt-decktdasdach.de/,0511 496112,,Schuchardt Bedachungen Inh. Tino Bankonier (Sahibi),https://www.google.com/maps/contrib/112684545203243769055,https://lh3.googleusercontent.com/p/AF1QipPdFOrBOXCOetosY63v0sZpyzSvDL5A49SkRHfp=w1920-h1080-k-no,Cati Kaplama Firmasi,"Cati Kaplama Firmasi, Marangoz, Alcipan Isleri Yuklenicisi, Iskele Hizmeti, Gunes Enerjisi Yuklenicisi",08:00-16:00,,"Cumartesi, Pazar","Nelkenweg 7, 30457 Hannover",,https://www.google.com/maps/place/Schuchardt+Bedachungen+Inh.+Tino+Bankonier/data=!4m7!3m6!1s0x47b07447250fe1a1:0xea2edf713b363d5f!8m2!3d52.330569!4d9.6954947!16s%2Fg%2F1ttdxh9j!19sChIJoeEPJUd0sEcRXz02O3HfLuo?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJHf5GjPJysEcRxQ3K2fgnJEk,A1 Gerustbau GmbH,"Geruste stellen eine extrem wichtige Sicherheitskomponente bei der Durchfuhrung von Bau- und Renovierungsvorhaben aller Art dar. Der Gerustbau in Hannover sichert die Arbeitskrafte auf der Baustelle ab, schutzt das Gebaude vor Witterungseinflussen und erleichtert das Arbeiten in grosser Hohe. Es ist sicher nicht ubertrieben zu behaupten, dass Geruste schon haufig Leben gerettet haben.
Die A1 Gerustbau GmbH steht fur massgeschneiderte Gerusterstellung und ein hohes Mass an Sicherheit, Flexibilitat und Zuverlassigkeit. Aufgrund der fast 20-jahrigen Erfahrung finden wir fur jede Ihrer Anforderungen eine passende Losung. Sie konnen sich ausserdem darauf verlassen, dass wir zugesagte Termine einhalten.",,2,5,"Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: J.V.T. Gerustbau Schneider GmbH
Link: No Link
Reviews: 17 reviews

Name: Wilhelm Layher GmbH & Co KG | Niederlassung Langenhagen
Link: No Link
Reviews: 3 reviews

Name: A1 Gerustbau GmbH (Celle)
Link: No Link
Reviews: No Reviews reviews

Name: Gerustbau Patrick Schmidt
Link: No Link
Reviews: No Reviews reviews",https://www.a1geruestbau.de/,0511 8448444,,A1 Gerustbau GmbH (Sahibi),https://www.google.com/maps/contrib/110992870459124824127,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pRu7GIK-CiVztX0JircF-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.414314&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,08:00-18:00,,"Cumartesi, Pazar","Hanseatenstrasse 12, 30853 Langenhagen",,https://www.google.com/maps/place/A1+Ger%C3%BCstbau+GmbH/data=!4m7!3m6!1s0x47b072f28c46fe1d:0x492427f8d9ca0dc5!8m2!3d52.44984!4d9.7331!16s%2Fg%2F1tjymr_v!19sChIJHf5GjPJysEcRxQ3K2fgnJEk?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
